time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-03-07T04:38:34.925Z,31.67535254,-104.4121362,6.722851562,3.1,ml,18,56,0.075862848,0.3,tx,tx2022epcw,2022-03-07T20:39:21.135Z,"55 km S of Whites City, New Mexico",earthquake,1.425473305,1.709942252,0.1,9,reviewed,tx,tx
2022-03-07T03:59:18.800Z,17.9725,-66.84116667,14.02,2.5,md,8,198,,0.08,pr,pr71339313,2022-03-07T04:08:32.830Z,"3 km SW of Indios, Puerto Rico",earthquake,0.54,0.5,0.03125166,7,reviewed,pr,pr
2022-03-07T03:47:21.367Z,-8.0046,122.3745,10,4.5,mb,,143,0.641,1.19,us,us6000h2qs,2022-03-07T21:55:27.040Z,"70 km NNE of Maumere, Indonesia",earthquake,4.2,1.9,0.271,5,reviewed,us,us
2022-03-07T03:24:26.713Z,40.4037,-126.3753,7.76,2.8,ml,,284,1.721,0.27,us,us6000h2nc,2022-03-07T17:43:10.489Z,"180 km W of Ferndale, California",earthquake,12.6,16.1,0.046,62,reviewed,us,us
2022-03-07T03:12:23.450Z,18.9825,-68.4938,10,3.71,md,17,169,0.4819,0.67,pr,pr2022066000,2022-03-08T03:52:50.333Z,"40 km NNE of Otra Banda, Dominican Republic",earthquake,1.44,2.02,0.14,12,reviewed,pr,pr
2022-03-07T02:00:31.978Z,60.9718,-140.2424,5,3.1,ml,,113,0.401,1.05,us,us6000h2mz,2022-03-07T15:44:06.553Z,"150 km W of Haines Junction, Canada",earthquake,2.8,1.8,0.037,96,reviewed,us,us
2022-03-07T01:57:40.039Z,-13.7855,66.1569,10,5,mb,,115,12.354,1.16,us,us6000h2n0,2022-03-07T02:20:06.040Z,Mid-Indian Ridge,earthquake,10.3,1.8,0.068,69,reviewed,us,us
2022-03-07T01:54:13.509Z,-15.3699,-72.603,120.04,4.2,mb,,129,3.721,1.31,us,us6000h2mv,2022-03-07T02:37:40.040Z,"30 km WSW of Orcopampa, Peru",earthquake,10.9,16,0.159,11,reviewed,us,us
2022-03-07T01:41:34.658Z,40.7766,20.4665,10,4.4,mb,,44,0.73,1.14,us,us6000h2ms,2022-03-07T02:08:38.040Z,"21 km SW of Pogradec, Albania",earthquake,4.9,2,0.203,7,reviewed,us,us
2022-03-07T01:34:15.192Z,37.9771,142.2513,36.56,4.4,mb,,146,2.955,0.83,us,us6000h2mt,2022-03-07T02:04:54.040Z,"96 km ESE of Ishinomaki, Japan",earthquake,8.9,7.6,0.081,44,reviewed,us,us
2022-03-06T23:56:18.033Z,51.2856,100.2288,10,4.4,mb,,42,2.171,0.65,us,us6000h2md,2022-03-07T00:14:15.040Z,"38 km SW of Turt, Mongolia",earthquake,6.9,1.4,0.08,45,reviewed,us,us
2022-03-06T23:10:58.759Z,31.6702,-104.331,5,2.7,ml,,68,0.144,1,us,us6000h2m9,2022-03-06T23:39:25.040Z,"56 km S of Whites City, New Mexico",earthquake,0.8,1.9,0.044,68,reviewed,us,us
2022-03-06T21:54:10.860Z,70.3862,-134.4768,10,4.8,mb,,45,2.117,0.56,us,us6000h2lu,2022-03-08T01:12:44.040Z,"227 km N of Inuvik, Canada",earthquake,4.1,1.7,0.053,111,reviewed,us,us
2022-03-06T21:48:07.456Z,4.9691,127.4568,110.46,4.3,mb,,105,2.8,0.57,us,us6000h2lt,2022-03-08T00:45:07.040Z,"209 km SE of Pondaguitan, Philippines",earthquake,4.4,9.6,0.109,24,reviewed,us,us
2022-03-06T21:30:58.418Z,36.4389,70.2539,207.06,4.4,mb,,74,0.732,0.93,us,us6000h2ls,2022-03-08T00:39:44.040Z,"38 km ESE of Farkh?r, Afghanistan",earthquake,8.6,6.4,0.189,8,reviewed,us,us
2022-03-06T20:56:09.036Z,54.0667,-165.9049,104.16,3,ml,,173,0.104,0.26,us,us6000h2lr,2022-03-06T21:41:23.040Z,"11 km SW of Akutan, Alaska",earthquake,12.7,6.8,0.091,16,reviewed,us,us
2022-03-06T20:14:30.463Z,-58.7354,-24.8859,15.48,6,mww,,31,7.812,1.51,us,us6000h2l5,2022-03-07T20:18:36.517Z,South Sandwich Islands region,earthquake,10,3.1,0.048,42,reviewed,us,us
2022-03-06T20:02:27.872Z,-24.3084,-67.2942,200.46,4.1,mb,,84,1.575,0.85,us,us6000h2l2,2022-03-06T21:53:50.040Z,"99 km W of San Antonio de los Cobres, Argentina",earthquake,10.7,16.2,0.302,3,reviewed,us,us
2022-03-06T17:10:25.433Z,-23.1239,-66.9608,233,4.1,mb,,98,1.135,0.98,us,us6000h2kc,2022-03-06T22:03:08.040Z,"129 km E of San Pedro de Atacama, Chile",earthquake,11.7,6.8,0.302,3,reviewed,us,us
2022-03-06T16:59:07.518Z,59.7535,-153.1856,104,2.6,ml,,,,0.64,ak,ak0222zrt5j3,2022-03-06T17:46:40.040Z,"51 km E of Pedro Bay, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-03-06T16:20:15.850Z,19.6006,-64.7268,30,4.15,md,30,237,1.4075,0.4,pr,pr2022065000,2022-03-06T20:18:04.699Z,"140 km N of Cruz Bay, U.S. Virgin Islands",earthquake,1.97,29.07,0.06,22,reviewed,pr,pr
2022-03-06T13:42:31.864Z,-15.9071,-71.672,156.78,4,mb,,128,2.685,0.28,us,us6000h2jf,2022-03-06T14:32:18.040Z,"24 km WNW of Pucara, Peru",earthquake,12,19.1,0.3,3,reviewed,us,us
2022-03-06T12:07:10.925Z,-7.9437,120.6695,10,4.4,mb,,97,1.697,0.61,us,us6000h2j5,2022-03-06T12:23:29.040Z,"77 km NNE of Ruteng, Indonesia",earthquake,6.6,1.9,0.123,19,reviewed,us,us
2022-03-06T11:53:59.143Z,62.1566,-151.2083,70.3,3.9,ml,,,,0.51,ak,ak0222zost6b,2022-03-07T11:57:38.973Z,"21 km NNE of Skwentna, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2022-03-06T11:39:36.990Z,19.16183333,-155.4903333,34.85,3.02,ml,56,120,,0.11,hv,hv72940012,2022-03-07T23:14:07.570Z,"4 km SSW of P?hala, Hawaii",earthquake,0.48,0.58,0.196754598,38,reviewed,hv,hv
2022-03-06T09:35:07.155Z,-28.5653,-68.8277,118.26,5.5,mww,,41,1.575,0.98,us,us6000h2il,2022-03-07T09:39:05.510Z,"64 km WNW of Vinchina, Argentina",earthquake,6,4.1,0.054,33,reviewed,us,us
2022-03-06T08:59:49.445Z,-0.1512,29.8224,10,4.6,mb,,80,1.019,0.29,us,us6000h2ih,2022-03-06T10:05:53.451Z,"44 km SSW of Kilembe, Uganda",earthquake,7.3,1.9,0.128,19,reviewed,us,us
2022-03-06T06:57:04.037Z,-30.8988,-179.4665,262.16,5.1,mww,,43,7.983,1.23,us,us6000h2hv,2022-03-08T19:40:58.040Z,Kermadec Islands region,earthquake,12.4,5.3,0.098,10,reviewed,us,us
2022-03-06T05:26:45.365Z,-45.0699,167.4907,86.26,4.5,mb,,63,0.461,0.95,us,us6000h2hj,2022-03-06T23:06:20.781Z,"42 km NNW of Te Anau, New Zealand",earthquake,6.3,3,0.144,16,reviewed,us,us
2022-03-06T04:42:31.504Z,56.5571,-155.8532,35,2.7,ml,,193,1.445,0.41,us,us6000h2hg,2022-03-06T05:17:01.040Z,"111 km WSW of Akhiok, Alaska",earthquake,3,2,0.074,24,reviewed,us,us
2022-03-06T04:19:55.990Z,38.7798333,-122.745,0.47,2.69,md,81,35,0.007306,0.06,nc,nc73701916,2022-03-06T21:33:09.139Z,"1km ENE of The Geysers, CA",earthquake,0.08,0.14,0.131,62,reviewed,nc,nc
2022-03-06T03:51:56.389Z,24.843,122.2398,110.98,4.5,mb,,48,0.686,0.76,us,us6000h2h5,2022-03-06T04:55:05.040Z,"49 km SE of Jiufen, Taiwan",earthquake,5.2,5.2,0.084,43,reviewed,us,us
2022-03-06T03:29:21.096Z,16.9706,-95.0836,97.76,5.5,mww,,115,2.906,1,us,us6000h2h0,2022-03-07T03:33:06.229Z,"Oaxaca, Mexico",earthquake,8,6,0.059,28,reviewed,us,us
2022-03-06T03:23:33.356Z,31.68038997,-104.4148741,6.877099609,2.9,ml,16,52,0.074171085,0.2,tx,tx2022enex,2022-03-07T20:47:26.830Z,"55 km S of Whites City, New Mexico",earthquake,1.276974892,1.415873733,0.1,8,reviewed,tx,tx
2022-03-06T02:33:17.494Z,-22.5851,-176.3623,10,5,mb,,92,8.4,0.96,us,us6000h2gu,2022-03-06T02:51:26.040Z,"196 km SW of Vaini, Tonga",earthquake,5.2,1.9,0.043,176,reviewed,us,us
2022-03-06T02:26:13.056Z,40.6814,-29.1677,10,4.7,mb,,72,4.061,0.9,us,us6000h2gv,2022-03-06T02:59:54.040Z,"203 km NNW of Santa Cruz da Graciosa, Portugal",earthquake,5.6,1.9,0.064,78,reviewed,us,us
2022-03-06T02:25:52.840Z,-21.3949,-69.041,119.47,4,mb,,67,0.544,0.83,us,us6000h2gt,2022-03-06T03:05:47.040Z,"118 km N of Calama, Chile",earthquake,8.9,8.6,0.232,5,reviewed,us,us
2022-03-06T02:02:38.532Z,62.1441,-152.089,104.8,2.8,ml,,,,0.59,ak,ak0222zj4xoz,2022-03-06T02:19:30.040Z,"39 km WNW of Skwentna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-03-06T01:13:32.971Z,28.0138,130.1198,10,5.1,mww,,89,2.018,1.2,us,us6000h2gp,2022-03-06T01:31:33.040Z,"73 km ESE of Naze, Japan",earthquake,6.3,1.8,0.098,10,reviewed,us,us
2022-03-05T22:40:27.754Z,3.5839,126.0575,83.33,4.8,mb,,87,3.084,0.88,us,us6000h2g3,2022-03-05T22:54:54.040Z,"211 km SSE of Sarangani, Philippines",earthquake,7.8,8.2,0.087,41,reviewed,us,us
2022-03-05T22:38:49.780Z,55.4716,-155.3058,10,3,ml,,217,1.938,0.72,us,us6000h2g1,2022-03-05T23:11:50.040Z,,earthquake,4,2,0.069,28,reviewed,us,us
2022-03-05T22:09:05.762Z,-21.6167,-173.7901,10,5,mb,,95,7.9,1.42,us,us6000h2fw,2022-03-05T23:04:43.040Z,"124 km ESE of ‘Ohonua, Tonga",earthquake,10.5,1.8,0.094,36,reviewed,us,us
2022-03-05T20:50:07.545Z,-35.0915,138.8724,10,3.8,mb,,139,2.965,0.88,us,us6000h2m5,2022-03-07T18:10:01.580Z,"2 km S of Mount Barker, Australia",earthquake,7.8,2,0.293,3,reviewed,us,us
2022-03-05T20:42:21.570Z,18.00916667,-66.88766667,14.53,2.55,md,3,179,,0.08,pr,pr71339158,2022-03-08T03:19:26.670Z,"1 km WSW of Palomas, Puerto Rico",earthquake,3.79,3.17,,1,reviewed,pr,pr
2022-03-05T20:14:27.804Z,-16.8919,-174.2584,143.1,4.5,mb,,62,3.807,0.88,us,us6000h2fg,2022-03-05T22:22:01.040Z,"114 km SSW of Hihifo, Tonga",earthquake,10.5,6.3,0.054,101,reviewed,us,us
2022-03-05T19:46:35.184Z,13.8269,145.0394,112.31,4.5,mb,,69,0.288,1.01,us,us6000h2m2,2022-03-06T22:39:27.617Z,"36 km NNE of Yigo Village, Guam",earthquake,11.7,5,0.061,80,reviewed,us,us
2022-03-05T19:26:42.820Z,51.98116667,178.2805,4.44,3.44,ml,7,343,,0.06,av,av91504986,2022-03-08T01:39:02.800Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,1.63,0.5,0.210514603,7,reviewed,av,av
2022-03-05T17:34:24.759Z,-22.8227,-66.8189,209.56,4.2,mb,,61,1.26,1.89,us,us6000h2eh,2022-03-05T19:13:25.040Z,"115 km W of Abra Pampa, Argentina",earthquake,8.8,13.1,0.264,5,reviewed,us,us
2022-03-05T16:53:03.670Z,19.5378,-65.5498,89,3.74,md,15,269,1.2589,0.46,pr,pr2022064001,2022-03-05T18:10:02.040Z,"126 km NNE of Suárez, Puerto Rico",earthquake,4.79,9.08,0.12,8,reviewed,pr,pr
2022-03-05T15:36:42.505Z,44.2391,-115.0848,10,2.9,ml,,69,0.832,0.58,us,us6000h2dx,2022-03-06T16:09:57.850Z,southern Idaho,earthquake,1.6,2,0.052,48,reviewed,us,us
2022-03-05T15:28:01.639Z,44.2717,-115.0934,10,2.6,ml,,67,0.862,0.53,us,us6000h2du,2022-03-06T15:43:44.240Z,"13 km WNW of Stanley, Idaho",earthquake,1.6,2,0.066,30,reviewed,us,us
2022-03-05T15:25:43.319Z,1.368,127.1281,125.73,4.8,mb,,87,0.638,0.83,us,us6000h2dv,2022-03-05T15:44:57.040Z,"69 km NNW of Ternate, Indonesia",earthquake,8.4,4.9,0.066,70,reviewed,us,us
2022-03-05T15:07:29.780Z,36.5286667,-121.1181667,6.48,3.22,ml,72,63,0.02128,0.11,nc,nc73701676,2022-03-09T20:43:50.164Z,"2km E of Pinnacles, CA",earthquake,0.15,0.3,0.154,79,reviewed,nc,nc
2022-03-05T14:51:46.610Z,19.0103,-65.1033,24,4.09,md,28,286,0.7253,0.38,pr,pr2022064000,2022-03-05T16:29:50.760Z,"76 km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.72,26.58,0.11,21,reviewed,pr,pr
2022-03-05T14:43:04.444Z,22.3188,101.6785,10,4.5,mb,,72,2.196,1.13,us,us6000h2db,2022-03-05T16:41:42.040Z,"82 km NNW of Phôngsali, Laos",earthquake,5.1,1.9,0.103,28,reviewed,us,us
2022-03-05T13:33:23.904Z,2.6736,99.0195,155.46,5.1,mb,,71,1.983,0.51,us,us6000h2cv,2022-03-05T13:52:13.040Z,"9 km E of Parapat, Indonesia",earthquake,3.8,6.4,0.045,156,reviewed,us,us
2022-03-05T12:02:41.614Z,4.6572,95.0557,44.72,5.5,mww,,83,4.174,1.02,us,us6000h2an,2022-03-06T12:05:46.248Z,"102 km SSW of Banda Aceh, Indonesia",earthquake,7.1,5.2,0.065,23,reviewed,us,us
2022-03-05T11:02:16.160Z,35.5136667,-118.384,4.74,3.27,ml,60,29,0.183,0.17,ci,ci40200072,2022-03-06T19:57:24.410Z,"13km SE of Bodfish, CA",earthquake,0.14,1.02,0.158,159,reviewed,ci,ci
2022-03-05T11:00:22.300Z,36.527,-120.6948333,7.87,2.53,md,94,47,0.1571,0.19,nc,nc73701596,2022-03-05T15:25:52.997Z,"12km N of New Idria, CA",earthquake,0.16,0.46,0.175,86,reviewed,nc,nc
2022-03-05T09:07:58.584Z,-18.0148,-178.1984,547.42,4.4,mb,,121,3.58,0.79,us,us6000h2a4,2022-03-05T09:30:46.040Z,"263 km E of Levuka, Fiji",earthquake,14.4,8.4,0.07,58,reviewed,us,us
2022-03-05T08:48:26.960Z,19.198,-155.524,34.78,3.02,ml,56,87,,0.12,hv,hv72938637,2022-03-07T23:33:56.219Z,"4 km W of P?hala, Hawaii",earthquake,0.46,0.58,0.176307938,36,reviewed,hv,hv
2022-03-05T08:39:53.870Z,18.00816667,-66.83416667,15.72,2.55,md,6,153,,0.12,pr,pr71339028,2022-03-05T08:58:08.560Z,"2 km NW of Indios, Puerto Rico",earthquake,0.58,0.93,0.166204776,5,reviewed,pr,pr
2022-03-05T07:45:28.512Z,-10.56,-74.1236,134.08,5.1,mww,,51,3.02,0.59,us,us6000h29g,2022-03-05T23:47:03.080Z,"68 km NNE of Puerto Ocopa, Peru",earthquake,8.1,5.7,0.058,29,reviewed,us,us
2022-03-05T06:56:30.718Z,63.4768,-148.9435,0,2.9,ml,,,,0.92,ak,ak0222xyavoj,2022-03-05T07:29:39.040Z,"9 km N of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-03-05T05:03:04.015Z,-58.4502,-23.7089,10,5,mb,,112,8.227,0.97,us,us6000h28x,2022-03-05T05:20:21.040Z,South Sandwich Islands region,earthquake,10.7,1.8,0.082,50,reviewed,us,us
2022-03-05T03:56:10.141Z,31.6625934,-104.3210536,7.391259766,3.3,ml,21,59,0.048716481,0.2,tx,tx2022elkn,2022-03-07T16:32:43.001Z,"57 km S of Whites City, New Mexico",earthquake,1.119940642,1.168911276,0.1,10,reviewed,tx,tx
2022-03-05T03:11:56.122Z,-25.2208,-179.9245,469.87,4.3,mb,,99,4.402,0.86,us,us6000h28l,2022-03-05T03:35:58.040Z,south of the Fiji Islands,earthquake,11.5,10.3,0.147,15,reviewed,us,us
2022-03-05T03:06:54.208Z,-32.8494,57.2381,10,4.8,mb,,76,11.84,1.08,us,us6000h28k,2022-03-05T03:27:03.040Z,,earthquake,12,1.9,0.124,22,reviewed,us,us
2022-03-05T01:16:51.527Z,31.66011153,-104.3132288,7.416967773,4.3,ml,18,59,0.042780292,0.2,tx,tx2022elfg,2022-03-09T21:49:17.805Z,"57 km S of Whites City, New Mexico",earthquake,1.046857661,1.073622356,0.2,8,reviewed,tx,tx
2022-03-05T01:10:06.608Z,-22.4729,-66.0707,247.31,5.7,mww,,20,2.004,0.87,us,us6000h27y,2022-03-06T01:13:37.863Z,"47 km NW of Abra Pampa, Argentina",earthquake,6.2,5.3,0.052,36,reviewed,us,us
2022-03-05T01:09:18.768Z,60.0882,-140.6656,9.7,3.6,ml,,,,0.72,ak,ak0222xv1m5j,2022-03-05T20:30:23.420Z,"80 km NW of Yakutat, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2022-03-05T00:13:26.590Z,67.6329,34.1719,10.07,4.4,mb,,49,0.322,1.06,us,us6000h27r,2022-03-05T00:40:20.040Z,"21 km E of Kirovsk, Russia",earthquake,6,2.6,0.08,45,reviewed,us,us
2022-03-04T23:46:33.001Z,-6.9482,130.6093,109,4.7,mb,,90,1.234,0.85,us,us6000h27l,2022-03-05T00:07:40.040Z,"278 km WSW of Tual, Indonesia",earthquake,7.2,4.9,0.068,65,reviewed,us,us
2022-03-04T22:39:16.010Z,19.1785,-155.5113333,36.82,2.59,md,52,87,,0.12,hv,hv72938022,2022-03-06T01:43:12.040Z,"4 km SW of P?hala, Hawaii",earthquake,0.41,0.53,0.171531217,21,reviewed,hv,hv
2022-03-04T22:29:45.329Z,39.6081,143.7213,10,5.1,mww,,66,2.352,0.83,us,us6000h278,2022-03-04T22:48:22.040Z,"152 km E of Miyako, Japan",earthquake,7.4,1.8,0.093,11,reviewed,us,us
2022-03-04T21:17:52.663Z,38.6187,15.6533,170.47,4.4,mb,,60,0.404,0.55,us,us6000h25u,2022-03-05T06:04:14.040Z,"17 km W of San Nicolò, Italy",earthquake,6.5,3.7,0.105,26,reviewed,us,us
2022-03-04T21:03:47.901Z,39.6381,143.516,10,4.7,mb,,76,2.201,0.66,us,us6000h25n,2022-03-04T21:38:43.040Z,"135 km E of Miyako, Japan",earthquake,5.8,1.9,0.074,56,reviewed,us,us
2022-03-04T20:56:29.231Z,52.01,-174.4662,7.67,2.8,ml,,223,0.253,0.33,us,us6000h285,2022-03-05T14:53:55.040Z,"27 km SW of Atka, Alaska",earthquake,2.6,8.2,0.128,8,reviewed,us,us
2022-03-04T20:32:20.033Z,-8.473,123.5505,165.27,4.3,mb,,92,1.308,0.93,us,us6000h25d,2022-03-04T21:55:50.040Z,"121 km NW of Pante Makasar, Timor Leste",earthquake,6.6,7.1,0.081,47,reviewed,us,us
2022-03-04T17:55:37.910Z,32.0947,50.1885,11.63,4.4,mb,,89,4.794,0.64,us,us6000h23l,2022-03-04T20:22:50.040Z,"39 km WSW of F?rs?n, Iran",earthquake,9.9,3,0.061,80,reviewed,us,us
2022-03-04T16:59:42.707Z,-57.4719,-25.7697,66.54,5,mb,,82,6.823,0.46,us,us6000h22d,2022-03-04T19:06:11.040Z,South Sandwich Islands region,earthquake,11.7,6.2,0.111,28,reviewed,us,us
2022-03-04T16:53:37.913Z,62.6269,-149.8382,1.4,2.8,ml,,,,0.86,ak,ak0222wgp8lk,2022-03-05T06:04:58.353Z,"24 km NE of Chase, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-03-04T15:01:40.531Z,-7.3847,128.4873,157.85,4.9,mb,,48,2.849,0.97,us,us6000h21i,2022-03-04T15:27:05.040Z,"206 km NE of Lospalos, Timor Leste",earthquake,8.4,1.9,0.064,77,reviewed,us,us
2022-03-04T14:00:19.900Z,19.1323,-65.001,27,3.71,md,17,306,0.8715,0.3,pr,pr2022063000,2022-03-04T14:32:50.867Z,"87 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.78,19.62,0.11,12,reviewed,pr,pr
2022-03-04T13:16:49.650Z,17.951,-66.933,12.83,2.52,md,16,181,,0.14,pr,pr71338913,2022-03-04T13:52:56.300Z,"3 km SW of Guánica, Puerto Rico",earthquake,0.6,0.24,0.145745833,10,reviewed,pr,pr
2022-03-04T13:14:17.242Z,-7.2144,105.2728,35,4.3,mwr,,138,2.37,0.87,us,us6000h215,2022-03-05T00:21:20.040Z,"111 km SSW of Labuan, Indonesia",earthquake,5.7,2,0.08,15,reviewed,us,us
2022-03-04T13:09:28.387Z,52.0422,178.3307,6.39,2.8,ml,,164,0.135,0.34,us,us6000h27n,2022-03-08T01:37:15.830Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,8,14.9,0.105,12,reviewed,us,us
2022-03-04T10:46:14.761Z,27.1745,53.2459,10,4.4,mb,,103,3.465,0.44,us,us6000h20t,2022-03-04T11:02:42.040Z,"55 km SE of Mohr, Iran",earthquake,9.1,1.9,0.089,36,reviewed,us,us
2022-03-04T09:57:47.488Z,38.0772,-115.2928,2.82,2.9,ml,,46,0.646,0.61,us,us6000h20n,2022-03-05T02:06:13.624Z,Nevada,earthquake,1.9,5.6,0.031,133,reviewed,us,us
2022-03-04T09:52:58.614Z,52.483,-174.0767,10,3.1,ml,,173,0.094,0.68,us,us6000h24t,2022-03-07T15:29:54.040Z,"33 km NNE of Atka, Alaska",earthquake,3.2,1.7,0.085,18,reviewed,us,us
2022-03-04T09:42:51.770Z,19.16016667,-155.4761667,32.68,3.07,ml,57,114,,0.11,hv,hv72937247,2022-03-04T21:31:44.450Z,"4 km S of P?hala, Hawaii",earthquake,0.38,0.47,0.173099531,38,reviewed,hv,hv
2022-03-04T09:26:47.456Z,2.0587,124.7809,198.43,4.3,mb,,89,2.883,0.31,us,us6000h20f,2022-03-04T11:30:05.040Z,"64 km N of Manado, Indonesia",earthquake,6.4,7.5,0.085,39,reviewed,us,us
2022-03-04T09:07:22.416Z,31.59719319,-104.0066693,7.674047852,3.1,ml,19,51,0.074356122,0.2,tx,tx2022ejzg,2022-03-07T17:01:14.352Z,"37 km NNW of Toyah, Texas",earthquake,0.780706176,1.094936931,0.2,8,reviewed,tx,tx
2022-03-04T09:01:29.760Z,-29.5079,-71.6968,10,4.4,mb,,152,0.571,0.46,us,us6000h20b,2022-03-04T11:51:54.040Z,"60 km NW of Coquimbo, Chile",earthquake,1.9,1.9,0.179,9,reviewed,us,us
2022-03-04T07:47:59.660Z,-5.305,150.7244,156.78,5.4,mww,,45,4.661,0.76,us,us6000h1zu,2022-03-05T07:51:57.700Z,"70 km ENE of Kimbe, Papua New Guinea",earthquake,8.7,6,0.063,24,reviewed,us,us
2022-03-04T07:08:34.334Z,0.0344,96.6081,10,4.6,mb,,194,1.589,0.52,us,us6000h1zl,2022-03-04T07:31:43.040Z,"271 km S of Sinabang, Indonesia",earthquake,10.8,1.9,0.102,29,reviewed,us,us
2022-03-04T07:00:49.338Z,-9.3125,119.1894,78.85,4.3,mb,,79,1.476,1.08,us,us6000h1zj,2022-03-04T07:17:12.040Z,"86 km SSW of Komodo, Indonesia",earthquake,7.9,9.5,0.189,8,reviewed,us,us
2022-03-04T05:18:56.883Z,-7.0835,129.1661,151.23,4.2,mb,,76,2.295,0.66,us,us6000h1z9,2022-03-04T07:20:43.040Z,"287 km NE of Lospalos, Timor Leste",earthquake,8.1,7.4,0.147,13,reviewed,us,us
2022-03-04T05:01:04.104Z,5.6396,-77.8781,10,4.3,mb,,116,2.4,0.76,us,us6000h1z6,2022-03-04T05:46:44.040Z,"67 km W of Nuquí, Colombia",earthquake,6.3,2,0.154,12,reviewed,us,us
2022-03-04T04:57:17.354Z,51.6246,177.3249,59.1,4.2,mb,,210,0.842,0.67,us,us6000h1z5,2022-03-04T05:58:28.351Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,11.6,11.1,0.066,68,reviewed,us,us
2022-03-04T04:53:16.310Z,-27.0552,-175.9766,10,5,mb,,72,2.789,1.39,us,us6000h1z7,2022-03-04T05:16:38.040Z,Kermadec Islands region,earthquake,10.3,1.8,0.063,84,reviewed,us,us
2022-03-04T04:48:55.160Z,17.9285,-67.11716667,10.09,2.58,md,6,287,,0.13,pr,pr71338878,2022-03-04T07:25:20.200Z,"8 km SE of Pole Ojea, Puerto Rico",earthquake,1.39,0.48,0.125702615,4,reviewed,pr,pr
2022-03-04T04:43:33.150Z,18.011,-66.74516667,13.67,2.54,md,8,179,,0.09,pr,pr71338873,2022-03-05T03:40:02.432Z,"2 km ESE of Magas Arriba, Puerto Rico",earthquake,0.52,0.3,0.274160553,5,reviewed,pr,pr
2022-03-04T04:07:52.039Z,33.6666,81.9193,10,4.6,mb,,109,6.523,0.83,us,us6000h1yw,2022-03-04T04:24:22.040Z,western Xizang,earthquake,3.4,1.9,0.076,55,reviewed,us,us
2022-03-04T03:12:28.130Z,19.20033333,-155.421,33.82,2.88,ml,55,150,,0.12,hv,hv72936892,2022-03-04T21:46:15.260Z,"6 km E of P?hala, Hawaii",earthquake,0.42,0.47,0.114106297,39,reviewed,hv,hv
2022-03-04T03:00:51.365Z,-27.0801,-175.9215,10,5,mb,,78,2.799,1.07,us,us6000h1ys,2022-03-04T04:02:30.040Z,Kermadec Islands region,earthquake,11.6,1.9,0.133,18,reviewed,us,us
2022-03-04T02:58:37.505Z,-27.2215,-175.9624,10,5.1,mb,,130,2.667,1.22,us,us6000h1yl,2022-03-04T04:05:36.040Z,Kermadec Islands region,earthquake,11.2,1.8,0.096,39,reviewed,us,us
2022-03-04T00:35:41.460Z,17.95333333,-67.08466667,11.73,2.54,md,9,253,,0.09,pr,pr71338858,2022-03-04T01:16:13.160Z,"4 km WSW of La Parguera, Puerto Rico",earthquake,0.59,0.24,0.027767684,3,reviewed,pr,pr
2022-03-03T23:51:42.275Z,38.0896,-115.2854,8.2,3.1,ml,17,104.67,0.642,0.1755,nn,nn00834881,2022-03-05T05:08:26.040Z,Nevada,earthquake,,6.7,0.34,12,reviewed,nn,nn
2022-03-03T23:14:12.350Z,18.561,-68.725,108,4.01,md,23,187,0.8635,0.12,pr,pr2022062003,2022-03-04T15:02:55.154Z,"6 km SSW of Salvaleón de Higüey, Dominican Republic",earthquake,13.24,1.61,0.12,14,reviewed,pr,pr
2022-03-03T21:47:08.850Z,18.88316667,-66.63866667,23.05,3.3,md,13,245,,0.18,pr,pr71338808,2022-03-04T05:58:50.029Z,"46 km N of Arecibo, Puerto Rico",earthquake,0.83,5.69,0.025111287,4,reviewed,pr,pr
2022-03-03T21:47:08.802Z,-26.8162,26.4407,5,3.7,ml,,212,1.948,0.89,us,us6000h1xf,2022-03-07T06:02:24.610Z,"22 km W of Klerksdorp, South Africa",earthquake,4.1,2,0.148,6,reviewed,us,us
2022-03-03T21:18:35.380Z,32.0253333,-114.9261667,20.68,2.82,ml,14,168,0.1434,0.29,ci,ci40199104,2022-03-03T22:07:07.040Z,"20km SSE of Estacion Coahuila, B.C., MX",earthquake,0.83,0.95,0.126,21,reviewed,ci,ci
2022-03-03T20:32:49.028Z,-5.8054,27.4571,10,4.3,mb,,104,6.119,1.37,us,us6000h1vj,2022-03-08T23:42:23.040Z,"66 km ENE of Kabalo, Democratic Republic of the Congo",earthquake,10.3,1.9,0.111,23,reviewed,us,us
