time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-03-03T20:15:22.828Z,-30.0464,-177.5585,46.21,4.6,mb,,200,0.842,0.94,us,us6000h333,2022-03-08T23:17:57.040Z,"Kermadec Islands, New Zealand",earthquake,12.1,3.8,0.222,7,reviewed,us,us
2022-03-03T19:17:47.996Z,-16.9796,-70.0958,166.2,5.1,mww,,95,0.845,1.59,us,us6000h1v2,2022-03-08T23:05:54.170Z,"33 km NE of Pujocucho, Peru",earthquake,7.6,4.2,0.061,26,reviewed,us,us
2022-03-03T18:24:36.238Z,13.8408,-91.0853,65.84,4.2,mb,,178,1.269,0.95,us,us6000h1uj,2022-03-08T22:32:15.040Z,"26 km S of La Gomera, Guatemala",earthquake,6.8,9.1,0.07,57,reviewed,us,us
2022-03-03T18:10:47.807Z,1.735,126.5451,44,4.2,mb,,112,1.261,1.02,us,us6000h32z,2022-03-08T22:25:10.040Z,"140 km NW of Ternate, Indonesia",earthquake,8.6,2,0.128,17,reviewed,us,us
2022-03-03T18:02:56.909Z,-20.573,-68.9838,109.78,4.3,mb,,62,0.458,0.33,us,us6000h1ub,2022-03-08T22:02:11.040Z,"128 km ESE of Iquique, Chile",earthquake,3.1,5.1,0.16,11,reviewed,us,us
2022-03-03T17:15:29.410Z,19.21766667,-155.3975,32.54,2.71,ml,54,151,,0.13,hv,hv72936322,2022-03-08T21:55:41.040Z,"8 km E of P?hala, Hawaii",earthquake,0.4,0.51,0.127602721,37,reviewed,hv,hv
2022-03-03T16:52:49.592Z,-18.6423,-177.5766,417.71,4.2,mb,,136,4.249,0.6,us,us6000h1ss,2022-03-03T20:34:41.040Z,Fiji region,earthquake,12.3,8.7,0.061,81,reviewed,us,us
2022-03-03T16:34:53.795Z,-5.2801,68.6665,10,5.1,mww,,52,7.181,0.81,us,us6000h1si,2022-03-04T17:14:47.040Z,Chagos Archipelago region,earthquake,9.2,1.8,0.089,12,reviewed,us,us
2022-03-03T16:33:04.540Z,19.35933333,-155.2385,42.47,2.73,md,41,57,,0.14,hv,hv72936277,2022-03-04T00:08:32.280Z,"9 km S of Volcano, Hawaii",earthquake,0.57,0.54,0.12748829,17,reviewed,hv,hv
2022-03-03T16:13:27.950Z,19.08083333,-65.89516667,30.7,2.7,md,5,273,,0.26,pr,pr71338758,2022-03-03T16:33:55.650Z,"71 km NNE of San Juan, Puerto Rico",earthquake,2.59,16.97,0.023046914,4,reviewed,pr,pr
2022-03-03T15:17:22.622Z,44.3385,-115.2057,19.59,2.6,ml,,63,0.838,0.62,us,us6000h1ql,2022-03-03T17:57:03.040Z,"25 km WNW of Stanley, Idaho",earthquake,2.1,8.4,0.034,112,reviewed,us,us
2022-03-03T15:10:11.285Z,30.7229,141.7351,10,4.7,mb,,67,2.891,0.64,us,us6000h1qv,2022-03-03T17:21:35.040Z,"Izu Islands, Japan region",earthquake,9.7,1.9,0.067,70,reviewed,us,us
2022-03-03T14:41:35.634Z,52.3599,-168.1827,35,3.3,ml,,214,0.737,1.08,us,us6000h1qg,2022-03-03T15:27:13.040Z,"79 km SE of Nikolski, Alaska",earthquake,3.9,2,0.091,16,reviewed,us,us
2022-03-03T14:40:32.946Z,18.1759,-95.4592,109.36,5.7,mww,,67,3.021,1.09,us,us6000h1qa,2022-03-07T21:54:13.104Z,"15 km WNW of Nopalapan, Mexico",earthquake,5.6,3.3,0.032,96,reviewed,us,us
2022-03-03T14:13:13.122Z,36.1421,70.5643,83.78,4.9,mb,,68,0.981,0.79,us,us6000h1q6,2022-03-03T15:19:49.040Z,"79 km SE of Farkh?r, Afghanistan",earthquake,6.5,6.1,0.051,118,reviewed,us,us
2022-03-03T13:29:56.654Z,-30.0394,-177.8946,43.91,5.1,mww,,62,0.775,1.21,us,us6000h1q0,2022-03-04T13:33:16.083Z,,earthquake,6.1,4.4,0.089,12,reviewed,us,us
2022-03-03T12:28:09.710Z,17.85566667,-67.08116667,5.08,2.74,md,3,285,,0.01,pr,pr71338718,2022-03-03T12:55:51.070Z,"13 km SSW of La Parguera, Puerto Rico",earthquake,2,2.3,0.126121751,3,reviewed,pr,pr
2022-03-03T12:08:44.100Z,-30.1658,-176.8208,10,4.9,mb,,155,1.313,0.65,us,us6000h1pn,2022-03-03T12:28:21.040Z,Kermadec Islands region,earthquake,10.3,1.9,0.108,27,reviewed,us,us
2022-03-03T12:03:12.770Z,19.0873,-64.753,78,3.75,md,13,306,0.9425,0.38,pr,pr2022062002,2022-03-04T05:19:06.040Z,"83 km N of Cruz Bay, U.S. Virgin Islands",earthquake,5.18,7.65,0.06,7,reviewed,pr,pr
2022-03-03T11:39:58.200Z,38.7805,-122.7581667,0.4,3.78,mw,96,31,0.01142,0.07,nc,nc73700486,2022-03-09T21:04:27.834Z,"0km NNW of The Geysers, CA",earthquake,0.09,0.17,,3,reviewed,nc,nc
2022-03-03T11:30:26.566Z,12.3391,-87.7538,51.82,4.9,mb,,133,0.799,0.82,us,us6000h1pf,2022-03-03T20:28:57.465Z,"55 km SW of Jiquilillo, Nicaragua",earthquake,6.6,7.5,0.037,228,reviewed,us,us
2022-03-03T10:22:43.470Z,18.00933333,-66.75583333,11.05,2.62,md,9,178,,0.24,pr,pr71338683,2022-03-03T11:02:42.130Z,"1 km ESE of Magas Arriba, Puerto Rico",earthquake,0.8,1.31,0.327101689,8,reviewed,pr,pr
2022-03-03T09:30:24.134Z,-27.3809,-67.5252,134.04,4.8,mb,,35,1.529,0.76,us,us6000h1p4,2022-03-03T09:46:21.040Z,"33 km NNE of Fiambalá, Argentina",earthquake,8.3,7.6,0.073,57,reviewed,us,us
2022-03-03T08:47:08.947Z,29.9102,95.0158,24.06,4.3,mb,,110,5.694,0.42,us,us6000h1p1,2022-03-03T09:13:44.040Z,"165 km NNE of Shi Yomi, India",earthquake,7.9,5.4,0.104,26,reviewed,us,us
2022-03-03T08:44:20.520Z,51.91983333,178.242,2.94,2.98,ml,11,305,,0.16,av,av91503491,2022-03-09T21:44:14.920Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,1.32,0.34,0.256125124,10,reviewed,av,av
2022-03-03T08:24:13.420Z,51.97133333,178.2448333,3.27,3.51,ml,11,316,,0.17,av,av91503486,2022-03-09T21:43:42.500Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,2.17,0.36,0.283455001,11,reviewed,av,av
2022-03-03T08:21:10.039Z,41.4672,-126.3114,10.74,2.7,ml,,263,1.806,0.45,us,us6000h1nv,2022-03-03T09:23:55.040Z,"178 km W of Crescent City, California",earthquake,8.1,10.1,0.043,72,reviewed,us,us
2022-03-03T07:54:21.807Z,15.608,120.6881,155.76,4.3,mb,,119,7.765,0.98,us,us6000h1x4,2022-03-04T01:19:52.582Z,"2 km NNE of San Nicolas, Philippines",earthquake,11.1,8,0.088,37,reviewed,us,us
2022-03-03T07:37:00.515Z,9.9735,-78.5575,35,5,mww,,42,2.428,0.9,us,us6000h1nm,2022-03-03T19:15:29.053Z,"58 km N of Narganá, Panama",earthquake,3.9,4.9,0.065,23,reviewed,us,us
2022-03-03T06:59:44.450Z,18.61783333,-67.2355,73.23,3.2,md,11,293,,0.16,pr,pr71338653,2022-03-03T07:31:01.230Z,"20 km NW of San Antonio, Puerto Rico",earthquake,0.89,0.92,0.05477188,6,reviewed,pr,pr
2022-03-03T06:40:09.560Z,19.425,-64.8691,18,4.03,md,27,291,1.1915,0.67,pr,pr2022062001,2022-03-04T18:12:54.056Z,"120 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,13.23,26.98,0.15,20,reviewed,pr,pr
2022-03-03T06:37:03.305Z,0.0543,99.9982,10,4.5,mb,,73,1.075,0.53,us,us6000h1n6,2022-03-03T07:17:24.040Z,"57 km NW of Bukittinggi, Indonesia",earthquake,5.7,1.9,0.099,30,reviewed,us,us
2022-03-03T05:35:27.730Z,44.4518333,-115.2151667,8.15,2.51,ml,18,58,0.846,0.29,mb,mb80539489,2022-03-03T15:23:16.590Z,"34 km NW of Stanley, Idaho",earthquake,0.61,1.04,0.172,18,reviewed,mb,mb
2022-03-03T04:56:40.953Z,-33.5158,-70.4741,101.34,4.6,mb,,38,0.037,0.56,us,us6000h1mr,2022-03-07T22:22:04.365Z,"11 km ESE of Villa Presidente Frei, Ñuñoa, Santiago, Chile, Chile",earthquake,4.8,3.7,0.152,13,reviewed,us,us
2022-03-03T04:54:19.262Z,-6.9689,129.2461,180.74,4.4,mb,,81,2.271,0.34,us,us6000h1ms,2022-03-04T04:17:11.040Z,Banda Sea,earthquake,5.9,10.6,0.179,9,reviewed,us,us
2022-03-03T04:49:58.548Z,11.2353,-62.2222,121.18,4.3,mb,,90,1.051,0.59,us,us6000h1mp,2022-03-04T03:55:44.040Z,"73 km N of Güiria, Venezuela",earthquake,11.5,12.5,0.169,10,reviewed,us,us
2022-03-03T04:49:14.484Z,26.8407,126.6332,10,4.6,mb,,104,1.464,0.97,us,us6000h1mq,2022-03-04T03:45:18.040Z,"125 km WNW of Naha, Japan",earthquake,5.5,1.9,0.146,16,reviewed,us,us
2022-03-03T04:23:19.487Z,53.3488,160.4792,35,4.7,mb,,86,1.148,0.55,us,us6000h1mk,2022-03-04T03:30:26.040Z,"127 km ENE of Petropavlovsk-Kamchatsky, Russia",earthquake,7.2,1.9,0.035,241,reviewed,us,us
2022-03-03T04:20:55.268Z,0.0016,123.6236,153.48,4.6,mb,,55,1.341,0.46,us,us6000h1mj,2022-03-04T03:13:33.040Z,"86 km SE of Gorontalo, Indonesia",earthquake,8.4,9.2,0.129,18,reviewed,us,us
2022-03-03T03:06:23.650Z,19.2675,-64.6243,63,3.84,md,10,328,1.164,0.44,pr,pr2022062000,2022-03-04T02:55:57.040Z,"105 km N of Cruz Bay, U.S. Virgin Islands",earthquake,8.42,18.29,0.16,6,reviewed,pr,pr
2022-03-03T03:01:58.782Z,31.99610752,-103.8497775,8.085375977,2.8,ml,25,48,0.070269515,0.2,tx,tx2022ehrs,2022-03-04T02:51:13.040Z,"32 km SE of Malaga, New Mexico",earthquake,1.031276873,1.316309726,0.1,14,reviewed,tx,tx
2022-03-03T02:15:11.122Z,15.4553,-104.7606,10,4.3,mb,,206,5.36,0.71,us,us6000h1ls,2022-03-04T01:53:39.040Z,"off the coast of Michoacan, Mexico",earthquake,11.9,2,0.058,83,reviewed,us,us
2022-03-03T01:31:00.450Z,-42.6203,-83.1799,10,5,mww,,92,8.515,0.76,us,us6000h1lf,2022-03-04T01:23:59.040Z,West Chile Rise,earthquake,7.8,1.9,0.059,28,reviewed,us,us
2022-03-03T01:07:50.535Z,2.8143,94.0676,10,4.4,mb,,133,3.813,0.93,us,us6000h32d,2022-03-09T22:44:20.040Z,"259 km W of Sinabang, Indonesia",earthquake,6.2,1.9,0.139,15,reviewed,us,us
2022-03-02T23:47:27.838Z,-20.055,-176.0282,231.2,4.6,mb,,144,6.055,0.93,us,us6000h1kf,2022-03-03T00:28:59.040Z,"147 km NW of Nuku‘alofa, Tonga",earthquake,15.1,2.3,0.079,48,reviewed,us,us
2022-03-02T23:25:19.871Z,-0.6056,131.4612,10,5,mb,,117,2.429,0.67,us,us6000h1k6,2022-03-02T23:43:12.040Z,"37 km NE of Sorong, Indonesia",earthquake,8.4,1.3,0.067,71,reviewed,us,us
2022-03-02T23:06:53.758Z,-3.396,146.3381,12.16,4.9,mb,,77,1.691,0.92,us,us6000h1kc,2022-03-03T03:44:27.040Z,"182 km SW of Lorengau, Papua New Guinea",earthquake,4.8,5,0.084,44,reviewed,us,us
2022-03-02T22:55:02.670Z,33.8533333,-115.5431667,1.78,2.73,ml,40,41,0.166,0.15,ci,ci40198320,2022-03-07T23:55:10.137Z,"20km NW of Desert Center, CA",earthquake,0.17,0.45,0.131,99,reviewed,ci,ci
2022-03-02T22:53:59.418Z,-4.9103,152.2002,41.69,5.5,mww,,52,8.905,0.76,us,us6000h1jt,2022-03-03T22:57:01.578Z,"63 km S of Kokopo, Papua New Guinea",earthquake,9,5.2,0.065,23,reviewed,us,us
2022-03-02T20:40:13.080Z,19.858,-156.271,42.28,3.01,ml,43,285,,0.21,hv,hv72935302,2022-03-08T21:39:49.040Z,"33 km WNW of Kalaoa, Hawaii",earthquake,0.86,1.57,0.219285819,22,reviewed,hv,hv
2022-03-02T20:19:42.764Z,-42.5595,-82.7812,10,4.3,mb,,214,8.272,0.66,us,us6000h1ic,2022-03-08T21:32:34.040Z,West Chile Rise,earthquake,9.1,1.9,0.266,6,reviewed,us,us
2022-03-02T20:11:54.120Z,19.174,-155.5068333,36.51,3.15,ml,55,93,,0.12,hv,hv72935282,2022-03-08T20:43:13.252Z,"4 km SW of P?hala, Hawaii",earthquake,0.41,0.49,0.185839649,39,reviewed,hv,hv
2022-03-02T20:07:40.726Z,0.1599,-16.9871,10,5.4,mww,,43,8.317,0.69,us,us6000h1ia,2022-03-08T19:44:25.807Z,north of Ascension Island,earthquake,9.9,1.8,0.093,11,reviewed,us,us
2022-03-02T20:07:26.360Z,18.48716667,-66.62983333,91.6,2.98,md,9,232,,0.29,pr,pr71338583,2022-03-03T04:30:44.861Z,"4 km N of Animas, Puerto Rico",earthquake,2.69,1.23,0.179469284,7,reviewed,pr,pr
2022-03-02T19:55:59.127Z,43.6332,39.4532,10,3,ml,,102,2.363,0.56,us,us6000h1le,2022-03-08T19:28:26.527Z,"13 km SW of Vardane, Russia",earthquake,5.7,2,0.128,8,reviewed,us,us
2022-03-02T19:30:48.085Z,26.7651,126.4352,10,4.3,mb,,78,1.643,0.91,us,us6000h1i0,2022-03-08T19:23:11.040Z,"Ryukyu Islands, Japan",earthquake,6.6,1.8,0.169,10,reviewed,us,us
2022-03-02T19:25:55.437Z,-6.7031,130.6508,123.54,4.4,mb,,129,1.424,0.6,us,us6000h2sg,2022-03-08T19:16:44.040Z,"261 km WSW of Tual, Indonesia",earthquake,14.5,9.3,0.143,14,reviewed,us,us
2022-03-02T19:18:28.162Z,-32.2615,-71.8878,19.31,4,ml,,175,0.785,0.9,us,us6000h1hs,2022-03-08T18:37:05.040Z,"65 km WNW of La Ligua, Chile",earthquake,3.1,6.9,,,reviewed,us,guc
2022-03-02T19:14:39.941Z,-3.6867,135.5213,10,4.5,mb,,42,3.354,1.09,us,us6000h1ht,2022-03-08T18:29:10.040Z,"36 km S of Nabire, Indonesia",earthquake,7.4,1.9,0.092,35,reviewed,us,us
2022-03-02T19:10:21.150Z,38.5778333,-119.4486667,6.22,2.83,md,19,60,0.05638,0.09,nc,nc73700131,2022-03-08T18:14:19.040Z,"8km NNE of Walker, CA",earthquake,0.31,0.51,0.224,72,reviewed,nc,nc
2022-03-02T18:57:41.896Z,27.0071,126.5331,10,4.3,mb,,136,1.562,0.59,us,us6000h1hk,2022-03-08T18:12:08.040Z,"143 km WNW of Ishikawa, Japan",earthquake,4.9,1.8,0.137,15,reviewed,us,us
2022-03-02T18:46:09.374Z,-17.9715,-178.1777,644.46,4.3,mb,,122,3.597,0.62,us,us6000h2tr,2022-03-08T17:46:13.040Z,"265 km E of Levuka, Fiji",earthquake,8.2,10.4,0.119,20,reviewed,us,us
2022-03-02T18:05:17.260Z,-29.9863,-177.9131,47.32,5.1,mb,,72,0.721,1,us,us6000h1gl,2022-03-08T17:10:46.040Z,"Kermadec Islands, New Zealand",earthquake,10,4.4,0.072,62,reviewed,us,us
2022-03-02T17:33:05.547Z,-31.651,-179.7255,199.42,4.3,mb,,146,2.845,0.75,us,us6000h2s9,2022-03-08T17:05:45.040Z,Kermadec Islands region,earthquake,13.1,6.8,0.168,10,reviewed,us,us
2022-03-02T17:22:03.641Z,-17.8077,167.5175,10,4.4,mb,,99,2.366,0.51,us,us6000h2tn,2022-03-08T16:47:05.040Z,"84 km W of Port-Vila, Vanuatu",earthquake,7,1.8,0.179,10,reviewed,us,us
2022-03-02T17:02:35.235Z,49.4744,155.7967,64.95,4.9,mb,,80,3.829,0.68,us,us6000h1ga,2022-03-08T16:02:32.040Z,"135 km S of Severo-Kuril’sk, Russia",earthquake,9,5.6,0.035,250,reviewed,us,us
2022-03-02T16:20:24.230Z,18.3508,-66.0946,57,3.28,md,18,188,0.0432,0.18,pr,pr2022061003,2022-03-03T01:19:30.040Z,"1 km ESE of Guaynabo, Puerto Rico",earthquake,1.25,1.06,0.08,12,reviewed,pr,pr
2022-03-02T15:03:00.512Z,-30.0922,-177.6706,35,5.5,mb,,58,0.855,0.95,us,us6000h1e8,2022-03-03T15:06:19.913Z,"Kermadec Islands, New Zealand",earthquake,8.8,1.9,0.034,309,reviewed,us,us
2022-03-02T14:44:05.530Z,17.98416667,-66.8125,14.22,2.53,md,7,154,,0.16,pr,pr71338548,2022-03-02T16:05:52.130Z,"1 km SSE of Indios, Puerto Rico",earthquake,0.54,0.98,0.034822297,4,reviewed,pr,pr
2022-03-02T14:26:13.210Z,18.023,-66.95483333,10.71,2.72,md,4,219,,0.09,pr,pr71338538,2022-03-03T05:17:45.943Z,"2 km SSW of Liborio Negron Torres, Puerto Rico",earthquake,3.99,4.56,0.074343625,2,reviewed,pr,pr
2022-03-02T13:19:55.031Z,54.5319,-163.4395,10,2.6,ml,,170,0.325,0.94,us,us6000h1lc,2022-03-03T09:46:39.040Z,"Unimak Island region, Alaska",earthquake,1.9,2,0.101,13,reviewed,us,us
2022-03-02T12:52:09.188Z,-30.0581,-177.771,36.21,6.6,mww,,27,0.804,0.67,us,us6000h1d2,2022-03-07T21:10:11.269Z,"Kermadec Islands, New Zealand",earthquake,7.4,4.4,0.059,28,reviewed,us,us
2022-03-02T12:11:05.478Z,66.4033,-144.0075,40,2.7,ml,,,,1.34,ak,ak0222t2zqoj,2022-03-02T12:14:52.735Z,"30 km SSW of Chalkyitsik, Alaska",earthquake,,7.5,,,automatic,ak,ak
2022-03-02T11:13:34.860Z,18.9415,-66.57016667,35.84,3.15,md,10,249,,0.36,pr,pr71338533,2022-03-02T13:52:34.790Z,"53 km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,2.03,5.98,0.166944534,5,reviewed,pr,pr
2022-03-02T11:10:02.818Z,-58.4725,-24.9371,35,5,mb,,91,7.66,0.81,us,us6000h1cl,2022-03-02T11:28:36.040Z,South Sandwich Islands region,earthquake,7.3,2,0.111,26,reviewed,us,us
2022-03-02T10:16:26.642Z,60.976,-147.2706,17,3.8,ml,,,,0.63,ak,ak0222t1tzlu,2022-03-03T22:57:48.200Z,"34 km WNW of Tatitlek, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2022-03-02T10:14:20.417Z,-18.3624,-173.584,35,5,mb,,130,4.754,0.81,us,us6000h1ce,2022-03-02T10:32:08.040Z,"52 km NE of Neiafu, Tonga",earthquake,10.1,1.8,0.105,29,reviewed,us,us
2022-03-02T10:05:23.760Z,19.0548,-66.6015,47,3.54,md,19,248,0.5822,0.41,pr,pr2022061002,2022-03-02T10:51:03.515Z,"65 km N of Arecibo, Puerto Rico",earthquake,1.66,4.79,0.13,12,reviewed,pr,pr
2022-03-02T09:58:26.936Z,35.5553,69.7992,86.72,5.2,mb,,38,1.187,0.75,us,us6000h1c9,2022-03-03T01:51:52.889Z,"37 km NE of B?z?rak, Afghanistan",earthquake,7.4,6,0.046,158,reviewed,us,us
2022-03-02T09:11:27.540Z,19.1213,-66.6275,23,4.11,md,28,218,0.6516,0.32,pr,pr2022061001,2022-03-03T04:18:48.902Z,"72 km N of Arecibo, Puerto Rico",earthquake,1.11,20.07,0.07,16,reviewed,pr,pr
2022-03-02T09:08:11.670Z,38.5848333,-112.2125,-2.24,3.44,ml,24,47,0.08101,0.22,uu,uu60483892,2022-03-04T12:59:54.713Z,"4 km S of Joseph, Utah",earthquake,0.33,0.82,0.199,27,reviewed,uu,uu
2022-03-02T07:56:01.875Z,-6.2638,130.0637,123.27,4.5,mb,,74,2.101,0.55,us,us6000h1bn,2022-03-02T08:15:47.040Z,Banda Sea,earthquake,6.4,7.7,0.119,29,reviewed,us,us
2022-03-02T07:24:15.164Z,-23.4094,171.989,10,5,mb,,125,6.685,0.86,us,us6000h1bx,2022-03-02T09:06:33.040Z,southeast of the Loyalty Islands,earthquake,8.6,1.9,0.059,91,reviewed,us,us
2022-03-02T06:40:39.926Z,-3.3074,139.0356,70.09,4.9,mb,,123,6.787,0.48,us,us6000h1c7,2022-03-02T10:06:29.040Z,"194 km WSW of Abepura, Indonesia",earthquake,11.4,6.9,0.06,88,reviewed,us,us
2022-03-02T06:26:04.895Z,-18.5808,-69.602,134.16,4.3,mb,,90,0.732,0.56,us,us6000h1b4,2022-03-02T07:21:29.040Z,"74 km E of Arica, Chile",earthquake,6.3,6.6,0.104,26,reviewed,us,us
2022-03-02T04:41:17.102Z,-0.015,100.1813,96.43,4.4,mb,,70,0.922,0.74,us,us6000h2t6,2022-03-09T04:48:54.040Z,"38 km NNW of Bukittinggi, Indonesia",earthquake,8.4,8.7,0.309,5,reviewed,us,us
2022-03-02T04:41:08.297Z,-0.4636,-19.8005,10,5.4,mww,,55,9.189,0.35,us,us6000h1an,2022-03-09T05:32:02.143Z,central Mid-Atlantic Ridge,earthquake,9.6,1.8,0.098,10,reviewed,us,us
2022-03-02T04:36:40.430Z,-14.6254,-175.3199,245.63,4.2,mb,,160,3.502,0.87,us,us6000h2t5,2022-03-09T04:32:42.040Z,"175 km SSE of Mata-Utu, Wallis and Futuna",earthquake,13.3,10.9,0.136,15,reviewed,us,us
2022-03-02T04:16:48.585Z,-14.2428,-76.3403,10,4.6,mb,,141,2.294,0.89,us,us6000h1ah,2022-03-09T05:19:54.230Z,"42 km S of Paracas, Peru",earthquake,8.5,1.8,0.108,26,reviewed,us,us
2022-03-02T03:44:50.554Z,43.893,148.6192,10,4.8,mb,,136,4.353,0.54,us,us6000h1a6,2022-03-09T05:02:31.040Z,"152 km E of Shikotan, Russia",earthquake,8.8,1.9,0.059,89,reviewed,us,us
2022-03-02T03:39:47.500Z,43.9817,148.4498,35,4.2,mb,,136,4.224,0.71,us,us6000h2st,2022-03-09T04:11:46.040Z,"140 km E of Shikotan, Russia",earthquake,12.6,1.9,0.132,16,reviewed,us,us
2022-03-02T03:25:17.787Z,43.8393,148.6868,10,4.5,mb,,173,4.407,0.6,us,us6000h1a3,2022-03-09T04:56:03.040Z,"158 km E of Shikotan, Russia",earthquake,10.9,1.9,0.1,29,reviewed,us,us
2022-03-02T03:06:58.184Z,28.2601,57.5922,10,4.6,mb,,63,3.527,0.81,us,us6000h19y,2022-03-09T04:52:58.040Z,"119 km SW of Bam, Iran",earthquake,8.8,1.8,0.058,90,reviewed,us,us
2022-03-02T01:37:56.040Z,31.4233333,-115.3621667,5.52,3.38,ml,13,135,0.3621,0.27,ci,ci40197608,2022-03-02T17:38:13.549Z,"91km SSW of Alberto Oviedo Mota, B.C., MX",earthquake,0.36,31.61,0.198,144,reviewed,ci,ci
2022-03-02T01:32:50.120Z,52.03233333,178.3563333,2.82,2.83,ml,9,320,,0.12,av,av91502891,2022-03-09T21:42:20.620Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,1.82,1.34,0.268317218,10,reviewed,av,av
2022-03-02T01:00:32.700Z,19.7256,-64.9526,65,3.52,md,5,329,1.4559,0.27,pr,pr2022061000,2022-03-02T05:44:46.756Z,"153 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,5.56,17.52,0.07,2,reviewed,pr,pr
2022-03-02T00:50:27.232Z,44.0146,148.5291,10,4.4,mb,,164,4.279,0.57,us,us6000h19f,2022-03-02T01:12:17.040Z,"144 km SSE of Kuril’sk, Russia",earthquake,10.8,1.9,0.107,25,reviewed,us,us
2022-03-02T00:41:47.602Z,43.8471,148.5687,10,4.6,mb,,171,4.321,0.84,us,us6000h19d,2022-03-03T00:39:43.040Z,"148 km E of Shikotan, Russia",earthquake,10,1.9,0.064,73,reviewed,us,us
2022-03-02T00:34:20.997Z,61.2744,-146.852,18.3,2.7,ml,,,,0.84,ak,ak0222svzi2p,2022-03-03T00:14:16.040Z,"31 km WNW of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-03-02T00:18:48.916Z,35.8151,95.7833,10,4.8,mb,,59,11.98,0.57,us,us6000h198,2022-03-02T01:34:27.040Z,"Southern Qinghai, China",earthquake,9.9,1.9,0.058,91,reviewed,us,us
